date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:45:34	57759/57759	---M-Z	200	added ('OK')	text/html	etag:W/%2265c31252-e19f%22	https://themewagon.github.io/terapia/index.html	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/index.html	(from )
09:45:34	5142/5142	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2265e15929-239b%22	https://themewagon.github.io/robots.txt		(from )
09:45:35	59305/59305	---MCZ	200	added ('OK')	text/css	etag:W/%22ecd507b3125edc4d2a03aa6ae5d07da9%22	https://use.fontawesome.com/releases/v5.15.4/css/all.css	C:/My%20Web%20Sites/therepy/use.fontawesome.com/releases/v5.15.4/css/all.css	(from https://themewagon.github.io/terapia/index.html)
09:45:35	63666/63666	---M-Z	200	added ('OK')	text/css	etag:W/%22f8b2-v7ZMVELJO4O8jF4rcNGwrm8YAaE%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css	C:/My%20Web%20Sites/therepy/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css	(from https://themewagon.github.io/terapia/index.html)
09:45:35	16964/16964	---M-Z	200	added ('OK')	text/css	etag:W/%2265c31252-4244%22	https://themewagon.github.io/terapia/lib/animate/animate.min.css	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/lib/animate/animate.min.css	(from https://themewagon.github.io/terapia/index.html)
09:45:36	2936/2936	---M-Z	200	added ('OK')	text/css	etag:W/%2265c31252-b78%22	https://themewagon.github.io/terapia/lib/owlcarousel/assets/owl.carousel.min.css	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/lib/owlcarousel/assets/owl.carousel.min.css	(from https://themewagon.github.io/terapia/index.html)
09:45:36	166463/166463	---M-Z	200	added ('OK')	text/css	etag:W/%2265c31252-28a3f%22	https://themewagon.github.io/terapia/css/bootstrap.min.css	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/css/bootstrap.min.css	(from https://themewagon.github.io/terapia/index.html)
09:45:36	25664/25664	---M-Z	200	added ('OK')	text/css	etag:W/%2265c31252-6440%22	https://themewagon.github.io/terapia/css/style.css	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/css/style.css	(from https://themewagon.github.io/terapia/index.html)
09:45:37	30215/30215	---M-Z	200	added ('OK')	text/html	etag:W/%2265c31252-7607%22	https://themewagon.github.io/terapia/about.html	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/about.html	(from https://themewagon.github.io/terapia/index.html)
09:45:37	35518/35518	---M-Z	200	added ('OK')	text/html	etag:W/%2265c31252-8abe%22	https://themewagon.github.io/terapia/service.html	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/service.html	(from https://themewagon.github.io/terapia/index.html)
09:45:37	19713/19713	---M-Z	200	added ('OK')	text/html	etag:W/%2265c31252-4d01%22	https://themewagon.github.io/terapia/appointment.html	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/appointment.html	(from https://themewagon.github.io/terapia/index.html)
09:45:38	21315/21315	---M-Z	200	added ('OK')	text/html	etag:W/%2265c31252-5343%22	https://themewagon.github.io/terapia/feature.html	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/feature.html	(from https://themewagon.github.io/terapia/index.html)
09:45:38	17077/17077	---M-Z	200	added ('OK')	text/html	etag:W/%2265c31252-42b5%22	https://themewagon.github.io/terapia/blog.html	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/blog.html	(from https://themewagon.github.io/terapia/index.html)
09:45:38	19079/19079	---M-Z	200	added ('OK')	text/html	etag:W/%2265c31252-4a87%22	https://themewagon.github.io/terapia/team.html	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/team.html	(from https://themewagon.github.io/terapia/index.html)
09:45:38	17442/17442	---M-Z	200	added ('OK')	text/html	etag:W/%2265c31252-4422%22	https://themewagon.github.io/terapia/testimonial.html	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/testimonial.html	(from https://themewagon.github.io/terapia/index.html)
09:45:39	13286/13286	---M-Z	200	added ('OK')	text/html	etag:W/%2265c31252-33e6%22	https://themewagon.github.io/terapia/404.html	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/404.html	(from https://themewagon.github.io/terapia/index.html)
09:45:39	20081/20081	---M-Z	200	added ('OK')	text/html	etag:W/%2265c31252-4e71%22	https://themewagon.github.io/terapia/contact.html	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/contact.html	(from https://themewagon.github.io/terapia/index.html)
09:45:39	64275/64275	---M--	200	added ('OK')	image/jpeg	etag:%2265c31252-fb13%22	https://themewagon.github.io/terapia/img/carousel-1.jpg	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/img/carousel-1.jpg	(from https://themewagon.github.io/terapia/index.html)
09:45:39	64841/64841	---M--	200	added ('OK')	image/jpeg	etag:%2265c31252-fd49%22	https://themewagon.github.io/terapia/img/carousel-2.jpg	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/img/carousel-2.jpg	(from https://themewagon.github.io/terapia/index.html)
09:45:40	19691/19691	---M--	200	added ('OK')	image/jpeg	etag:%2265c31252-4ceb%22	https://themewagon.github.io/terapia/img/service-1.jpg	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/img/service-1.jpg	(from https://themewagon.github.io/terapia/index.html)
09:45:40	23473/23473	---M--	200	added ('OK')	image/jpeg	etag:%2265c31252-5bb1%22	https://themewagon.github.io/terapia/img/service-2.jpg	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/img/service-2.jpg	(from https://themewagon.github.io/terapia/index.html)
09:45:40	22134/22134	---M--	200	added ('OK')	image/jpeg	etag:%2265c31252-5676%22	https://themewagon.github.io/terapia/img/service-3.jpg	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/img/service-3.jpg	(from https://themewagon.github.io/terapia/index.html)
09:45:40	13786/13786	---M--	200	added ('OK')	image/jpeg	etag:%2265c31252-35da%22	https://themewagon.github.io/terapia/img/service-4.jpg	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/img/service-4.jpg	(from https://themewagon.github.io/terapia/index.html)
09:45:40	26229/26229	---M--	200	added ('OK')	image/jpeg	etag:%2265c31252-6675%22	https://themewagon.github.io/terapia/img/service-5.jpg	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/img/service-5.jpg	(from https://themewagon.github.io/terapia/index.html)
09:45:41	24667/24667	---M--	200	added ('OK')	image/jpeg	etag:%2265c31252-605b%22	https://themewagon.github.io/terapia/img/service-6.jpg	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/img/service-6.jpg	(from https://themewagon.github.io/terapia/index.html)
09:45:41	13365/13365	---M--	200	added ('OK')	image/jpeg	etag:%2265c31252-3435%22	https://themewagon.github.io/terapia/img/service-7.jpg	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/img/service-7.jpg	(from https://themewagon.github.io/terapia/index.html)
09:45:41	27006/27006	---M--	200	added ('OK')	image/jpeg	etag:%2265c31252-697e%22	https://themewagon.github.io/terapia/img/service-8.jpg	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/img/service-8.jpg	(from https://themewagon.github.io/terapia/index.html)
09:45:41	62830/62830	---M--	200	added ('OK')	image/jpeg	etag:%2265c31252-f56e%22	https://themewagon.github.io/terapia/img/about-1.jpg	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/img/about-1.jpg	(from https://themewagon.github.io/terapia/index.html)
09:45:42	17979/17979	---M--	200	added ('OK')	image/jpeg	etag:%2265c31252-463b%22	https://themewagon.github.io/terapia/img/about-2.jpg	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/img/about-2.jpg	(from https://themewagon.github.io/terapia/index.html)
09:45:42	40193/40193	---M--	200	added ('OK')	image/jpeg	etag:%2265c31252-9d01%22	https://themewagon.github.io/terapia/img/video-img.jpg	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/img/video-img.jpg	(from https://themewagon.github.io/terapia/index.html)
09:45:42	31318/31318	---M--	200	added ('OK')	image/jpeg	etag:%2265c31252-7a56%22	https://themewagon.github.io/terapia/img/team-1.jpg	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/img/team-1.jpg	(from https://themewagon.github.io/terapia/index.html)
09:45:42	18085/18085	---M--	200	added ('OK')	image/jpeg	etag:%2265c31252-46a5%22	https://themewagon.github.io/terapia/img/team-2.jpg	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/img/team-2.jpg	(from https://themewagon.github.io/terapia/index.html)
09:45:42	63246/63246	---M--	200	added ('OK')	image/jpeg	etag:%2265c31252-f70e%22	https://themewagon.github.io/terapia/img/team-3.jpg	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/img/team-3.jpg	(from https://themewagon.github.io/terapia/index.html)
09:45:43	35294/35294	---M--	200	added ('OK')	image/jpeg	etag:%2265c31252-89de%22	https://themewagon.github.io/terapia/img/team-4.jpg	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/img/team-4.jpg	(from https://themewagon.github.io/terapia/index.html)
09:45:43	3282/3282	---M--	200	added ('OK')	image/jpeg	etag:%2265c31252-cd2%22	https://themewagon.github.io/terapia/img/testimonial-img.jpg	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/img/testimonial-img.jpg	(from https://themewagon.github.io/terapia/index.html)
09:45:43	20876/20876	---M--	200	added ('OK')	image/jpeg	etag:%2265c31252-518c%22	https://themewagon.github.io/terapia/img/blog-1.jpg	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/img/blog-1.jpg	(from https://themewagon.github.io/terapia/index.html)
09:45:43	31910/31910	---M--	200	added ('OK')	image/jpeg	etag:%2265c31252-7ca6%22	https://themewagon.github.io/terapia/img/blog-2.jpg	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/img/blog-2.jpg	(from https://themewagon.github.io/terapia/index.html)
09:45:43	33888/33888	---M--	200	added ('OK')	image/jpeg	etag:%2265c31252-8460%22	https://themewagon.github.io/terapia/img/blog-3.jpg	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/img/blog-3.jpg	(from https://themewagon.github.io/terapia/index.html)
09:45:44	89795/89795	---M--	200	added ('OK')	text/javascript	date:Tue,%2004%20Apr%202023%2003:27:01%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.6.4/jquery.min.js	C:/My%20Web%20Sites/therepy/ajax.googleapis.com/ajax/libs/jquery/3.6.4/jquery.min.js	(from https://themewagon.github.io/terapia/index.html)
09:45:44	79665/79665	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213731-2JYXAt9UqpcPHzAIfI0LH2lnx4Q%22	https://cdn.jsdelivr.net/npm/bootstrap@5.0.0/dist/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/therepy/cdn.jsdelivr.net/npm/bootstrap@5.0.0/dist/js/bootstrap.bundle.min.js	(from https://themewagon.github.io/terapia/index.html)
09:45:44	8159/8159	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265c31252-1fdf%22	https://themewagon.github.io/terapia/lib/wow/wow.min.js	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/lib/wow/wow.min.js	(from https://themewagon.github.io/terapia/index.html)
09:45:45	2303/2303	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265c31252-8ff%22	https://themewagon.github.io/terapia/lib/easing/easing.min.js	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/lib/easing/easing.min.js	(from https://themewagon.github.io/terapia/index.html)
09:45:45	9028/9028	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265c31252-2344%22	https://themewagon.github.io/terapia/lib/waypoints/waypoints.min.js	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/lib/waypoints/waypoints.min.js	(from https://themewagon.github.io/terapia/index.html)
09:45:45	42766/42766	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265c31252-a70e%22	https://themewagon.github.io/terapia/lib/owlcarousel/owl.carousel.min.js	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/lib/owlcarousel/owl.carousel.min.js	(from https://themewagon.github.io/terapia/index.html)
09:45:45	3031/3031	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265c31252-bd7%22	https://themewagon.github.io/terapia/js/main.js	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/js/main.js	(from https://themewagon.github.io/terapia/index.html)
09:45:46	85120/85120	---M--	200	added ('OK')	font/woff2	etag:W/%2214c80-7RZ9M14uDLAKgvLXNn8Fy01lV88%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff2?231ce25e89ab5804f9a6c427b8d325c9	C:/My%20Web%20Sites/therepy/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
09:45:46	113532/113532	---M--	200	added ('OK')	font/woff	etag:W/%221bb7c-47yt78jTFi+euyu4fJGbVQNZ9TA%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff?231ce25e89ab5804f9a6c427b8d325c9	C:/My%20Web%20Sites/therepy/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
09:45:46	4976/4976	---M--	200	added ('OK')	image/png	etag:%2265c31252-1370%22	https://themewagon.github.io/terapia/lib/owlcarousel/assets/owl.video.play.png	C:/My%20Web%20Sites/therepy/themewagon.github.io/terapia/lib/owlcarousel/assets/owl.video.play.png	(from https://themewagon.github.io/terapia/lib/owlcarousel/assets/owl.carousel.min.css)
09:45:47	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
